section	category	display_name	relative_path	launcher	core
PLAY	DREAMCAST	POWER STONE 2 (USA)	ROMS/DREAMCAST/Power Stone 2 (USA).chd	RETROARCH	flycastvl_libretro.so
PLAY	DREAMCAST	SILENT SCOPE (USA)	ROMS/DREAMCAST/Silent Scope (USA).chd	RETROARCH	flycastvl_libretro.so
PLAY	DREAMCAST	SOULCALIBUR (USA)	ROMS/DREAMCAST/SoulCalibur (USA).chd	RETROARCH	flycastvl_libretro.so
PLAY	DREAMCAST	VIRTUA TENNIS - SEGA PROFESSIONAL TENNIS (USA)	ROMS/DREAMCAST/Virtua Tennis - Sega Professional Tennis (USA).chd	RETROARCH	flycastvl_libretro.so
PLAY	FINALBURN NEO	10YARD	ROMS/FBNEO/10yard.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1941	ROMS/FBNEO/1941.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1942	ROMS/FBNEO/1942.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1943	ROMS/FBNEO/1943.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1943KAI	ROMS/FBNEO/1943kai.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1943MII	ROMS/FBNEO/1943mii.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	1944J	ROMS/FBNEO/1944j.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	19XXB	ROMS/FBNEO/19xxb.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	3WONDERS	ROMS/FBNEO/3wonders.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	88GAMES	ROMS/FBNEO/88games.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ABURNER2	ROMS/FBNEO/aburner2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ACROBATM	ROMS/FBNEO/acrobatm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ACTFANCR	ROMS/FBNEO/actfancr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AD2083	ROMS/FBNEO/ad2083.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AEROFGT	ROMS/FBNEO/aerofgt.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AFIGHTER	ROMS/FBNEO/afighter.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AGRESS	ROMS/FBNEO/agress.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AIRASS	ROMS/FBNEO/airass.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AIRATTCK	ROMS/FBNEO/airattck.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AIRBUSTR	ROMS/FBNEO/airbustr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AIRDUEL	ROMS/FBNEO/airduel.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AIRWOLF	ROMS/FBNEO/airwolf.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AJAX	ROMS/FBNEO/ajax.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALCON	ROMS/FBNEO/alcon.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALEXKIDD	ROMS/FBNEO/alexkidd.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIBABA	ROMS/FBNEO/alibaba.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIENAR	ROMS/FBNEO/alienar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIENS	ROMS/FBNEO/aliens.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIENSEC	ROMS/FBNEO/aliensec.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIENSYN	ROMS/FBNEO/aliensyn.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALIGATOR	ROMS/FBNEO/aligator.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALPINE	ROMS/FBNEO/alpine.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ALTBEAST	ROMS/FBNEO/altbeast.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AMAZON	ROMS/FBNEO/amazon.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AMBUSH	ROMS/FBNEO/ambush.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AMIDAR	ROMS/FBNEO/amidar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AMSPDWY	ROMS/FBNEO/amspdwy.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ANDROIDP	ROMS/FBNEO/androidp.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ANGELKDS	ROMS/FBNEO/angelkds.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ANTEATER	ROMS/FBNEO/anteater.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	APPOOOH	ROMS/FBNEO/appoooh.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AQUAJACK	ROMS/FBNEO/aquajack.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AQUARIUM	ROMS/FBNEO/aquarium.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARABIAN	ROMS/FBNEO/arabian.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARABIANM	ROMS/FBNEO/arabianm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARBALEST	ROMS/FBNEO/arbalest.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARCADECL	ROMS/FBNEO/arcadecl.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARCADIAN	ROMS/FBNEO/arcadian.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARKANOID	ROMS/FBNEO/arkanoid.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARKAREA	ROMS/FBNEO/arkarea.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARKATOUR	ROMS/FBNEO/arkatour.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARKNOID2	ROMS/FBNEO/arknoid2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARKRETRN	ROMS/FBNEO/arkretrn.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARMORCAR	ROMS/FBNEO/armorcar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARMWAR	ROMS/FBNEO/armwar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ARMWREST	ROMS/FBNEO/armwrest.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASSAULT	ROMS/FBNEO/assault.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASTDELUX	ROMS/FBNEO/astdelux.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASTERIX	ROMS/FBNEO/asterix.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASTEROID	ROMS/FBNEO/asteroid.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASUKA	ROMS/FBNEO/asuka.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASURABLD	ROMS/FBNEO/asurabld.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ASURABUS	ROMS/FBNEO/asurabus.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ATETRIS	ROMS/FBNEO/atetris.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ATLANTIS	ROMS/FBNEO/atlantis.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ATOMICP	ROMS/FBNEO/atomicp.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AURAIL	ROMS/FBNEO/aurail.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AVENGRGS	ROMS/FBNEO/avengrgs.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AVSP	ROMS/FBNEO/avsp.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AZTARAC	ROMS/FBNEO/aztarac.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	AZURIAN	ROMS/FBNEO/azurian.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	B2B	ROMS/FBNEO/b2b.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BACKFIRE	ROMS/FBNEO/backfire.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BACKFIRT	ROMS/FBNEO/backfirt.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BADDUDES	ROMS/FBNEO/baddudes.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BADLANDS	ROMS/FBNEO/badlands.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BAGMAN	ROMS/FBNEO/bagman.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BAKUTOTU	ROMS/FBNEO/bakutotu.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BALCUBE	ROMS/FBNEO/balcube.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BALLBROS	ROMS/FBNEO/ballbros.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BALUBA	ROMS/FBNEO/baluba.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BANBAM	ROMS/FBNEO/banbam.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BANKP	ROMS/FBNEO/bankp.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BARYON	ROMS/FBNEO/baryon.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATCIR	ROMS/FBNEO/batcir.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATMAN	ROMS/FBNEO/batman.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATRIDER	ROMS/FBNEO/batrider.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATTLANE	ROMS/FBNEO/battlane.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATTLEX	ROMS/FBNEO/battlex.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATTLNTS	ROMS/FBNEO/battlnts.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BATTROAD	ROMS/FBNEO/battroad.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BAYROUTE	ROMS/FBNEO/bayroute.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BBAKRAID	ROMS/FBNEO/bbakraid.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BBALLS	ROMS/FBNEO/bballs.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BBMANW	ROMS/FBNEO/bbmanw.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BCRUZM12	ROMS/FBNEO/bcruzm12.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BCSTRY	ROMS/FBNEO/bcstry.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BERABOHM	ROMS/FBNEO/berabohm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BERLWALL	ROMS/FBNEO/berlwall.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BERZERK	ROMS/FBNEO/berzerk.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BESTBEST	ROMS/FBNEO/bestbest.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BESTRI	ROMS/FBNEO/bestri.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BGAREGGA	ROMS/FBNEO/bgaregga.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIGBUCKS	ROMS/FBNEO/bigbucks.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIGKARNK	ROMS/FBNEO/bigkarnk.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIGPROWR	ROMS/FBNEO/bigprowr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIKKURIC	ROMS/FBNEO/bikkuric.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIOATACK	ROMS/FBNEO/bioatack.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIOMTOY	ROMS/FBNEO/biomtoy.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIONICC	ROMS/FBNEO/bionicc.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIOSHIP	ROMS/FBNEO/bioship.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIRDIY	ROMS/FBNEO/birdiy.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BIRDTRY	ROMS/FBNEO/birdtry.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BISHI	ROMS/FBNEO/bishi.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BJTWIN	ROMS/FBNEO/bjtwin.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLACKT96	ROMS/FBNEO/blackt96.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLADESTL	ROMS/FBNEO/bladestl.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLANDIA	ROMS/FBNEO/blandia.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLASTER	ROMS/FBNEO/blaster.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLASTO	ROMS/FBNEO/blasto.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLASTOFF	ROMS/FBNEO/blastoff.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLAZEON	ROMS/FBNEO/blazeon.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLAZER	ROMS/FBNEO/blazer.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLKHEART	ROMS/FBNEO/blkheart.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLKHOLE	ROMS/FBNEO/blkhole.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLKPNTHR	ROMS/FBNEO/blkpnthr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLMBYCAR	ROMS/FBNEO/blmbycar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOCK	ROMS/FBNEO/block.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOCKADE	ROMS/FBNEO/blockade.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOCKCAR	ROMS/FBNEO/blockcar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOCKHL	ROMS/FBNEO/blockhl.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOCKOUT	ROMS/FBNEO/blockout.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOODBRO	ROMS/FBNEO/bloodbro.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOODSTM	ROMS/FBNEO/bloodstm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BLOODWAR	ROMS/FBNEO/bloodwar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BONKADV	ROMS/FBNEO/bonkadv.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BONZEADV	ROMS/FBNEO/bonzeadv.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BSHARK	ROMS/FBNEO/bshark.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BSSOCCER	ROMS/FBNEO/bssoccer.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	BTIME	ROMS/FBNEO/btime.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CADASH	ROMS/FBNEO/cadash.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CAIRBLAD	ROMS/FBNEO/cairblad.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CALIBR50	ROMS/FBNEO/calibr50.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CAPTAVEN	ROMS/FBNEO/captaven.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CAPTCOMM	ROMS/FBNEO/captcomm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CAWING	ROMS/FBNEO/cawing.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CBOMBERS	ROMS/FBNEO/cbombers.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CBUSTER	ROMS/FBNEO/cbuster.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHAMPWR	ROMS/FBNEO/champwr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHANBARA	ROMS/FBNEO/chanbara.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHANGES	ROMS/FBNEO/changes.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHARLIEN	ROMS/FBNEO/charlien.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHASEHQ	ROMS/FBNEO/chasehq.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHINAGAT	ROMS/FBNEO/chinagat.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CHUKATAI	ROMS/FBNEO/chukatai.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CIRCUSC	ROMS/FBNEO/circusc.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CNINJA	ROMS/FBNEO/cninja.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	COMMANDW	ROMS/FBNEO/commandw.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	COMMSEGA	ROMS/FBNEO/commsega.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CONTRA	ROMS/FBNEO/contra.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CRIMEC	ROMS/FBNEO/crimec.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CROSPANG	ROMS/FBNEO/crospang.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CRSHRACE	ROMS/FBNEO/crshrace.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CTRIBE	ROMS/FBNEO/ctribe.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CUTEFGHT	ROMS/FBNEO/cutefght.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CYBERTNK	ROMS/FBNEO/cybertnk.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CYBOTS	ROMS/FBNEO/cybots.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	CYVERN	ROMS/FBNEO/cyvern.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DANGAR	ROMS/FBNEO/dangar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DANGSEED	ROMS/FBNEO/dangseed.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DANKUGA	ROMS/FBNEO/dankuga.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARIUS	ROMS/FBNEO/darius.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARIUS2	ROMS/FBNEO/darius2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARIUSG	ROMS/FBNEO/dariusg.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARIUSGX	ROMS/FBNEO/dariusgx.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARKMIST	ROMS/FBNEO/darkmist.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DARKSEAL	ROMS/FBNEO/darkseal.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DBLAXLE	ROMS/FBNEO/dblaxle.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DBLDYNJ	ROMS/FBNEO/dbldynj.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DBZ	ROMS/FBNEO/dbz.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DBZ2	ROMS/FBNEO/dbz2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DEADCONX	ROMS/FBNEO/deadconx.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DENJINMK	ROMS/FBNEO/denjinmk.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DEVILW	ROMS/FBNEO/devilw.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DEVSTORS	ROMS/FBNEO/devstors.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DIGDUG	ROMS/FBNEO/digdug.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DIGDUG2	ROMS/FBNEO/digdug2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DIMAHOO	ROMS/FBNEO/dimahoo.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DINO	ROMS/FBNEO/dino.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DRAGNGUN	ROMS/FBNEO/dragngun.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DRAGONSH	ROMS/FBNEO/dragonsh.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DRGNMST	ROMS/FBNEO/drgnmst.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DRGNUNIT	ROMS/FBNEO/drgnunit.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DSTLK	ROMS/FBNEO/dstlk.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DYNAGEAR	ROMS/FBNEO/dynagear.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DYNDUKE	ROMS/FBNEO/dynduke.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	DYNWAR	ROMS/FBNEO/dynwar.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ELEVATORB	ROMS/FBNEO/elevatorb.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
